../../Genome/Human/ncbi_dataset/data/GCF_000001405.40/GCF_000001405.40_GRCh38.p14_genomic.fna,1466
../../Genome/Human/ncbi_dataset/data/GCF_000001405.40/GCF_000001405.40_GRCh38.p14_genomic.fna,1466
../../Genome/Fungi/GCA_000001985.1_JCVI-PMFA1-2.0_genomic.fna,0
../../Genome/Fungi/GCA_000002495.2_MG8_genomic.fna,0
../../Genome/Fungi/GCA_000002525.1_ASM252v1_genomic.fna,0
../../Genome/Fungi/GCA_000002655.1_ASM265v1_genomic.fna,0
../../Genome/Fungi/GCA_000002715.1_ASM271v1_genomic.fna,0
../../Genome/Fungi/GCA_000003125.1_JCVI-TSTA1-3.0_genomic.fna,0
../../Genome/Fungi/GCA_000003515.2_ASM351v2_genomic.fna,0
../../Genome/Fungi/GCA_000003525.2_BD_ER3_V1_genomic.fna,0
../../Genome/Fungi/GCA_000003835.1_ASM383v1_genomic.fna,0
../../Genome/Fungi/GCA_000003855.2_BD_SLH14081_V1_genomic.fna,0
../../Genome/Fungi/GCA_000004155.2_SCY4_genomic.fna,0
../../Genome/Fungi/GCA_000006255.1_Postia_placenta_V1.0_genomic.fna,0
../../Genome/Fungi/GCA_000006275.3_JCVI-afl1-v3.0_genomic.fna,0
../../Genome/Fungi/GCA_000006335.3_ASM633v3_genomic.fna,0
../../Genome/Fungi/GCA_000006445.2_ASM644v2_genomic.fna,0
../../Genome/Fungi/GCA_000011425.1_ASM1142v1_genomic.fna,0
../../Genome/Fungi/GCA_000026945.1_ASM2694v1_genomic.fna,0
../../Genome/Fungi/GCA_000091025.4_ASM9102v4_genomic.fna,0
../../Genome/Fungi/GCA_000091045.1_ASM9104v1_genomic.fna,0
../../Genome/Fungi/GCA_000091225.2_ASM9122v2_genomic.fna,0
../../Genome/Fungi/GCA_000142805.1_ASM14280v1_genomic.fna,0
../../Genome/Fungi/GCA_000143105.2_Sanger-454-IlluminaPA_2.0_genomic.fna,0
../../Genome/Fungi/GCA_000143185.2_Schco3_genomic.fna,0
../../Genome/Fungi/GCA_000143365.1_ASM14336v1_genomic.fna,0
../../Genome/Fungi/GCA_000143535.4_ASM14353v4_genomic.fna,0
../../Genome/Fungi/GCA_000143565.1_V1.0_genomic.fna,0
../../Genome/Fungi/GCA_000145635.1_Gae_graminis_V2_genomic.fna,0
../../Genome/Fungi/GCA_000146465.1_ASM14646v1_genomic.fna,0
../../Genome/Fungi/GCA_000147375.2_WaNRRLY366_v02_genomic.fna,0
../../Genome/Fungi/GCA_000149035.1_C_graminicola_M1_001_V1_genomic.fna,0
../../Genome/Fungi/GCA_000149225.2_ASM14922v2_genomic.fna,0
../../Genome/Fungi/GCA_000149245.3_CNA3_genomic.fna,0
../../Genome/Fungi/GCA_000149305.1_RO3_genomic.fna,0
../../Genome/Fungi/GCA_000149335.2_ASM14933v2_genomic.fna,0
../../Genome/Fungi/GCA_000149365.1_ASM14936v1_genomic.fna,0
../../Genome/Fungi/GCA_000149385.1_ASM14938v1_genomic.fna,0
../../Genome/Fungi/GCA_000149425.1_ASM14942v1_genomic.fna,0
../../Genome/Fungi/GCA_000149445.2_ASM14944v2_genomic.fna,0
../../Genome/Fungi/GCA_000149555.1_ASM14955v1_genomic.fna,0
../../Genome/Fungi/GCA_000149585.1_ASM14958v1_genomic.fna,0
../../Genome/Fungi/GCA_000149615.1_ASM14961v1_genomic.fna,0
