"GRCh38	../../Genome/Human/ncbi_dataset/data/GCF_000001405.40/GCF_000001405.40_GRCh38.p14_genomic.fna	",,
"GCA_900079185.1	Absidia glauca	""GCA_900079185.1","Absidia glauca""",
"GCA_023512895.1	Rhizomucor pusillus	""GCA_023512895.1","Rhizomucor pusillus""",
"GCA_027405735.1	Mucor racemosus	""GCA_027405735.1","Mucor racemosus""",
"GCA_003325415.1	Rhizopus stolonifer	""GCA_003325415.1","Rhizopus stolonifer""",
"GCA_025331445.1	Blakeslea trispora	""GCA_025331445.1","Blakeslea trispora""",
"GCA_025766245.1	Coemansia mojavensis	""GCA_025766245.1","Coemansia mojavensis""",
"GCA_027576915.1	Dipsacomyces acuminosporus	""GCA_027576915.1","Dipsacomyces acuminosporus""",
"GCA_027575855.1	Linderina macrospora	""GCA_027575855.1","Linderina macrospora""",
"GCA_009809945.1	Gigaspora margarita	""GCA_009809945.1","Gigaspora margarita""",
"GCA_001661515.1	Capniomyces stellatus	""GCA_001661515.1","Capniomyces stellatus""",
"GCA_023078545.1	Schizosaccharomyces pombe	""GCA_023078545.1","Schizosaccharomyces pombe""",
"GCA_019702855.1	Schizosaccharomyces japonicus	""GCA_019702855.1","Schizosaccharomyces japonicus""",
"GCA_001245095.1	Cyberlindnera jadinii	""GCA_001245095.1","Cyberlindnera jadinii""",
"GCA_021014275.1	Pichia kudriavzevii	""GCA_021014275.1","Pichia kudriavzevii""",
"GCA_000747785.1	Kluyveromyces marxianus	""GCA_000747785.1","Kluyveromyces marxianus""",
"GCA_030580015.1	Lachancea waltii	""GCA_030580015.1","Lachancea waltii""",
"GCA_030573675.1	Pachysolen tannophilus	""GCA_030573675.1","Pachysolen tannophilus""",
"GCA_030557775.1	Millerozyma farinosa	""GCA_030557775.1","Millerozyma farinosa""",
"GCA_003339405.1	Pichia norvegensis	""GCA_003339405.1","Pichia norvegensis""",
"GCA_900016435.1	Komagataella pastoris	""GCA_900016435.1","Komagataella pastoris""",
"GCA_003707665.2	Ogataea pini	""GCA_003707665.2","Ogataea pini""",
"GCA_016859295.1	Scheffersomyces stipitis	""GCA_016859295.1","Scheffersomyces stipitis""",
"GCA_001950575.1	Pichia membranifaciens	""GCA_001950575.1","Pichia membranifaciens""",
"GCA_017654905.1	Wickerhamomyces anomalus	""GCA_017654905.1","Wickerhamomyces anomalus""",
"GCA_018105795.1	Meyerozyma guilliermondii	""GCA_018105795.1","Meyerozyma guilliermondii""",
"GCA_013180165.1	Saccharomyces bayanus	""GCA_013180165.1","Saccharomyces bayanus""",
"GCA_010356935.1	Saccharomyces cerevisiae	""GCA_010356935.1","Saccharomyces cerevisiae""",
"GCA_030569935.1	Lachancea kluyveri	""GCA_030569935.1","Lachancea kluyveri""",
"GCA_001936275.1	Saccharomycopsis fibuligera	""GCA_001936275.1","Saccharomycopsis fibuligera""",
"GCA_030579795.1	Schwanniomyces occidentalis var. occidentalis	""GCA_030579795.1","Schwanniomyces occidentalis var. occidentalis""",
"GCA_000243375.1	Torulaspora delbrueckii	""GCA_000243375.1","Torulaspora delbrueckii""",
"GCA_014490615.1	Yarrowia lipolytica	""GCA_014490615.1","Yarrowia lipolytica""",
"GCA_949129075.1	Zygosaccharomyces bailii	""GCA_949129075.1","Zygosaccharomyces bailii""",
"GCA_900074765.1	Lachancea fermentati	""GCA_900074765.1","Lachancea fermentati""",
"GCA_019775865.1	Zygosaccharomyces rouxii	""GCA_019775865.1","Zygosaccharomyces rouxii""",
"GCA_003707595.2	Zygosaccharomyces bisporus	""GCA_003707595.2","Zygosaccharomyces bisporus""",
"GCA_006942305.1	Debaryomyces hansenii	""GCA_006942305.1","Debaryomyces hansenii""",
"GCA_024115145.1	Dioszegia hungarica	""GCA_024115145.1","Dioszegia hungarica""",
"GCA_001600655.1	Dioszegia aurantiaca	""GCA_001600655.1","Dioszegia aurantiaca""",
"GCA_001600615.1	Dioszegia crocea	""GCA_001600615.1","Dioszegia crocea""",
"GCA_002102565.1	Kockovaella imperatae	""GCA_002102565.1","Kockovaella imperatae""",
"GCA_010758995.1	Sporobolomyces pararoseus	""GCA_010758995.1","Sporobolomyces pararoseus""",
"GCA_001373355.1	Sporobolomyces salmonicolor	""GCA_001373355.1","Sporobolomyces salmonicolor""",
"GCA_014176185.1	Brettanomyces bruxellensis	""GCA_014176185.1","Brettanomyces bruxellensis""",
"GCA_005281575.1	Taphrina deformans	""GCA_005281575.1","Taphrina deformans""",
"GCA_005281515.1	Taphrina wiesneri	""GCA_005281515.1","Taphrina wiesneri""",
"GCA_019454015.1	Bipolaris maydis	""GCA_019454015.1","Bipolaris maydis""",
"GCA_016906865.1	Bipolaris zeicola	""GCA_016906865.1","Bipolaris zeicola""",
"GCA_022609245.1	Plenodomus lingam	""GCA_022609245.1","Plenodomus lingam""",
"GCA_002148295.1	Venturia inaequalis	""GCA_002148295.1","Venturia inaequalis""",
"GCA_012365135.1	Pyrenophora graminea	""GCA_012365135.1","Pyrenophora graminea""",
"GCA_017607465.1	Histoplasma capsulatum	""GCA_017607465.1","Histoplasma capsulatum""",
"GCA_900128795.2	Malbranchea cinnamomea	""GCA_900128795.2","Malbranchea cinnamomea""",
"GCA_030435815.1	Sarocladium strictum	""GCA_030435815.1","Sarocladium strictum""",
"GCA_018801565.1	Epichloe coenophiala	""GCA_018801565.1","Epichloe coenophiala""",
"GCA_001043855.1	Epichloe uncinata	""GCA_001043855.1","Epichloe uncinata""",
"GCA_027569315.1	Aspergillus amstelodami	""GCA_027569315.1","Aspergillus amstelodami""",
"GCA_023620035.1	Aspergillus clavatus	""GCA_023620035.1","Aspergillus clavatus""",
"GCA_018140885.1	Aspergillus flavus	""GCA_018140885.1","Aspergillus flavus""",
"GCA_001741885.1	Aspergillus niger	""GCA_001741885.1","Aspergillus niger""",
"GCA_002214955.1	Aspergillus oryzae	""GCA_002214955.1","Aspergillus oryzae""",
"GCA_963379335.1	Aspergillus sp.	""GCA_963379335.1","Aspergillus sp.""",
"GCA_026184555.1	Aspergillus wentii	""GCA_026184555.1","Aspergillus wentii""",
"GCA_013145875.1	Aspergillus parasiticus	""GCA_013145875.1","Aspergillus parasiticus""",
"GCA_019805365.1	Aspergillus tubingensis	""GCA_019805365.1","Aspergillus tubingensis""",
"GCA_019843585.1	Penicillium brevicompactum	""GCA_019843585.1","Penicillium brevicompactum""",
"GCA_015586095.1	Penicillium camemberti	""GCA_015586095.1","Penicillium camemberti""",
"GCA_000710275.1	Penicillium chrysogenum	""GCA_000710275.1","Penicillium chrysogenum""",
"GCA_001399475.1	Penicillium citrinum	""GCA_001399475.1","Penicillium citrinum""",
"GCA_020557365.1	Penicillium griseofulvum	""GCA_020557365.1","Penicillium griseofulvum""",
"GCA_023626455.1	Penicillium janthinellum	""GCA_023626455.1","Penicillium janthinellum""",
"GCA_001599855.1	Penicillium roqueforti	""GCA_001599855.1","Penicillium roqueforti""",
"GCA_028829005.1	Penicillium canescens	""GCA_028829005.1","Penicillium canescens""",
"GCA_001599835.1	Thermoascus crustaceus	""GCA_001599835.1","Thermoascus crustaceus""",
"GCA_003116535.1	Paecilomyces niveus	""GCA_003116535.1","Paecilomyces niveus""",
"GCA_003184285.1	Monascus purpureus	""GCA_003184285.1","Monascus purpureus""",
"GCA_001270345.1	Amorphotheca resinae	""GCA_001270345.1","Amorphotheca resinae""",
"GCA_018360655.1	Claviceps purpurea	""GCA_018360655.1","Claviceps purpurea""",
"GCA_023658615.1	Epichloe typhina	""GCA_023658615.1","Epichloe typhina""",
"GCA_014849385.1	Cryphonectria parasitica	""GCA_014849385.1","Cryphonectria parasitica""",
"GCA_901677955.1	Fusarium fujikuroi	""GCA_901677955.1","Fusarium fujikuroi""",
"GCA_001567575.1	Fusarium sambucinum	""GCA_001567575.1","Fusarium sambucinum""",
"GCA_011799845.1	Hypomyces rosellus	""GCA_011799845.1","Hypomyces rosellus""",
"GCA_958302945.1	Neurospora crassa	""GCA_958302945.1","Neurospora crassa""",
"GCA_008692325.1	Sordaria macrospora	""GCA_008692325.1","Sordaria macrospora""",
"GCA_017160715.1	Ceratocystis fimbriata	""GCA_017160715.1","Ceratocystis fimbriata""",
"GCA_019925495.1	Ophiostoma fasciatum	""GCA_019925495.1","Ophiostoma fasciatum""",
"GCA_019925475.1	Ophiostoma ips	""GCA_019925475.1","Ophiostoma ips""",
"GCA_029298715.1	Ophiostoma ulmi	""GCA_029298715.1","Ophiostoma ulmi""",
"GCA_019022465.1	Sclerotinia sclerotiorum	""GCA_019022465.1","Sclerotinia sclerotiorum""",
"GCA_008079325.1	Morchella conica	""GCA_008079325.1","Morchella conica""",
"GCA_011057475.1	Cryptococcus neoformans	""GCA_011057475.1","Cryptococcus neoformans""",
"GCA_019201745.1	Filobasidium floriforme	""GCA_019201745.1","Filobasidium floriforme""",
"GCA_004117975.1	Tremella mesenterica	""GCA_004117975.1","Tremella mesenterica""",
"GCA_018154035.1	Ustilago maydis	""GCA_018154035.1","Ustilago maydis""",
"GCA_900015425.1	Microbotryum violaceum	""GCA_900015425.1","Microbotryum violaceum""",
"GCA_003054985.1	Leucosporidium scottii	""GCA_003054985.1","Leucosporidium scottii""",
"GCA_001456015.1	Rhodotorula toruloides	""GCA_001456015.1","Rhodotorula toruloides""",
"GCA_006352295.1	Rhodotorula diobovata	""GCA_006352295.1","Rhodotorula diobovata""",
"GCA_019426095.1	Ganoderma lucidum	""GCA_019426095.1","Ganoderma lucidum""",
